col_10,col_28,col_44,col_35,col_42,col_17,col_13,col_11,col_40,col_26,col_36,col_19,col_8,col_18,col_30,col_1,col_46,col_45,col_37,col_16,col_3,col_33,col_14,col_21,col_41,col_39,col_23,col_9,col_20,col_31,col_5,col_4,col_27,col_15,col_43,col_22,col_32,col_34,col_38,col_0,col_47,col_24,col_6,col_25,col_12,col_29
0,4,1,0,1,0,0,0,0,3,4,1,2,1,0,0,3,1,2,0,0,1,2,2,2,3,1,0,2,1,1,1,1,3,0,1,2,1,0,3,0,0,4,1,1,2
1,3,1,0,1,2,2,1,1,3,1,1,1,2,0,0,3,0,1,2,0,1,1,1,1,0,1,3,2,0,1,0,0,3,0,1,1,3,0,3,3,2,0,1,2,0
1,3,1,0,0,0,2,1,0,3,1,1,2,1,2,0,0,0,1,4,0,1,0,1,2,1,1,3,2,0,1,0,1,0,2,1,0,1,0,3,3,0,4,3,2,2
3,0,2,0,0,0,0,1,0,3,1,1,2,1,2,1,3,1,1,2,0,1,0,1,2,1,0,3,2,0,0,2,2,0,0,2,1,1,2,2,1,0,4,3,1,0
1,3,1,0,0,0,0,0,0,3,4,1,2,2,2,1,3,1,1,0,3,1,1,2,2,0,0,3,2,1,1,0,0,0,1,1,0,1,0,2,2,3,0,3,2,0
0,2,1,0,0,0,0,0,0,3,1,1,2,0,2,2,3,2,0,2,0,1,1,2,1,4,1,0,2,2,1,2,0,0,1,1,2,3,0,3,3,2,2,3,0,0
0,3,1,0,1,0,0,0,0,3,3,1,2,0,0,0,0,0,2,0,2,1,2,1,1,0,1,0,3,0,2,2,0,3,0,1,0,1,2,2,2,2,2,2,1,1
1,0,0,0,0,0,0,0,0,3,1,1,2,0,2,2,3,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,2,0,0,2,2,1,0,2,0,0,2,3,2,1
1,3,1,0,1,1,0,0,0,3,2,1,2,2,0,1,3,0,1,1,0,1,4,2,0,1,1,0,2,0,0,0,0,1,0,1,0,3,0,2,2,3,0,1,2,0
0,2,1,0,1,0,2,2,0,2,1,1,2,1,0,1,0,0,2,2,0,1,2,1,0,0,2,3,2,0,0,0,2,3,0,2,0,1,0,3,3,2,2,1,2,0
3,3,1,0,0,0,0,0,0,3,4,1,2,1,2,0,3,3,0,1,3,1,1,1,2,1,2,0,2,0,1,2,1,0,0,1,2,1,0,3,0,1,4,3,1,0
1,0,1,0,0,0,2,1,0,3,1,1,2,1,0,1,3,1,1,4,0,1,0,1,0,1,2,3,2,0,1,1,1,0,0,1,0,3,0,2,1,3,2,3,2,2
2,0,1,0,0,0,0,0,0,3,1,1,2,0,0,2,3,2,2,2,3,1,1,2,1,0,2,3,2,0,1,1,2,0,1,1,0,3,0,2,1,1,2,3,2,1
0,3,1,0,0,0,2,0,0,3,1,1,1,0,2,1,3,0,0,3,3,1,0,2,0,4,0,3,2,0,1,0,0,0,1,1,0,3,0,3,3,3,2,3,1,0
2,2,1,0,1,0,2,1,0,3,1,1,2,0,0,1,0,1,1,3,1,1,2,1,1,1,0,1,2,0,0,0,0,3,1,1,2,3,0,3,3,2,2,1,2,0
1,0,1,0,1,0,2,0,0,3,1,1,2,2,0,0,0,0,0,1,3,1,0,1,2,1,0,1,2,0,1,0,0,0,2,1,0,1,0,2,3,2,0,1,2,0
1,0,1,0,1,0,1,1,0,3,1,0,2,3,2,2,0,3,1,2,2,1,3,1,0,1,0,0,2,0,1,1,2,2,0,2,0,1,0,3,0,1,0,1,2,2
0,4,1,0,0,0,0,0,0,2,1,0,2,1,2,0,3,0,0,4,0,1,1,2,2,1,1,3,2,0,1,0,1,3,0,2,2,1,0,3,0,2,0,2,2,2
1,3,1,1,0,2,0,0,0,3,0,1,2,3,2,2,3,1,1,1,0,1,0,2,0,1,1,0,2,0,2,0,1,0,0,1,0,3,0,3,2,1,0,3,1,2
1,4,0,0,1,0,0,0,1,3,1,0,2,0,0,1,3,3,2,0,0,1,1,0,0,3,1,0,2,1,1,0,0,3,1,1,1,3,0,3,3,2,2,1,1,0
2,3,1,0,1,0,0,1,0,3,1,1,2,3,0,2,0,0,0,2,0,1,1,1,2,3,2,0,2,1,0,2,2,3,1,1,0,3,0,3,1,0,0,1,0,0
1,3,1,3,1,0,0,2,1,3,1,1,1,1,2,2,0,3,0,0,1,1,1,0,1,1,0,3,1,0,1,1,2,3,0,1,1,3,0,3,0,0,4,1,2,1
2,2,1,0,1,0,0,0,1,3,0,1,1,3,2,2,3,2,2,4,3,1,0,2,1,0,2,0,3,1,1,1,2,0,2,1,0,3,0,3,1,1,0,1,1,1
2,1,1,0,1,0,0,1,0,3,1,1,1,2,2,0,3,1,0,2,2,1,2,1,2,1,1,0,2,0,1,1,0,3,0,1,1,1,0,2,3,2,0,1,0,0
2,0,0,0,2,2,0,1,1,2,1,1,2,0,2,0,3,1,0,1,2,1,0,1,2,0,0,0,2,0,1,1,0,0,0,2,1,3,0,2,3,0,3,0,2,0
2,3,1,0,0,0,2,0,0,3,1,1,2,0,2,0,3,1,1,1,2,1,0,2,1,0,0,1,2,0,1,0,0,0,0,1,0,3,0,2,1,3,1,3,0,0
1,2,1,1,0,0,0,1,0,3,4,1,2,2,0,0,3,0,0,0,0,1,0,2,1,0,2,0,2,0,0,0,1,0,1,1,0,3,0,3,0,2,0,3,1,0
2,4,1,3,1,2,0,1,1,1,4,1,2,0,0,1,0,2,0,1,0,1,1,1,1,3,1,3,3,1,1,2,0,0,0,1,0,3,0,1,2,3,1,1,0,2
2,3,1,0,2,2,0,0,0,3,4,1,2,1,2,1,0,0,1,4,0,1,1,2,2,1,2,0,2,0,1,1,1,0,0,1,1,1,0,2,2,4,4,3,2,0
0,3,1,0,0,1,2,0,0,3,2,1,1,0,2,0,3,1,1,3,2,1,0,2,0,1,1,1,2,0,1,0,0,0,2,1,0,3,0,3,2,2,3,3,2,0
2,4,0,0,1,0,2,0,0,3,2,1,2,3,2,0,0,3,2,0,0,0,2,0,1,1,1,1,2,0,0,1,1,3,2,1,0,3,0,3,0,2,2,2,2,2
2,0,1,0,1,0,2,1,0,1,1,1,2,0,2,0,0,1,1,1,2,1,1,1,2,0,0,3,2,1,1,0,0,3,0,1,1,1,1,3,0,0,2,1,1,1
3,4,1,0,0,2,0,0,0,3,0,1,2,3,2,2,0,2,2,4,3,1,0,2,0,2,1,0,2,2,1,2,1,0,0,1,0,1,0,0,2,2,0,3,0,2
0,1,1,0,0,0,2,0,0,3,4,1,2,0,2,0,0,2,2,1,3,1,0,2,0,1,1,1,2,0,0,2,0,0,0,1,2,1,0,2,2,0,2,3,1,1
0,0,1,0,0,0,0,0,0,3,4,1,2,0,2,0,3,1,0,1,0,1,0,2,1,0,0,0,2,0,1,0,0,0,2,1,0,3,2,2,3,3,1,3,1,0
0,4,1,0,1,0,0,0,0,3,1,1,2,0,0,1,3,2,0,4,0,1,2,2,0,1,0,0,3,0,1,0,2,3,2,1,1,3,0,3,0,0,2,2,1,0
3,0,2,0,1,0,0,2,0,3,1,0,2,1,2,0,0,3,0,0,0,1,2,1,2,1,1,0,2,0,1,1,1,3,2,1,1,1,0,3,1,0,4,1,1,2
2,3,1,0,2,2,0,0,1,3,0,1,1,1,0,2,3,2,1,1,1,1,1,1,0,0,1,0,2,0,0,0,1,0,2,1,2,1,0,3,1,1,0,3,2,2
1,3,1,0,1,0,0,0,0,3,1,1,2,2,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,1,0,0,0,1,2,1,0,3,1,3,0,0,0,1
2,1,1,0,1,2,2,2,1,3,0,0,2,2,2,1,3,1,0,1,2,1,1,1,2,2,2,3,2,2,1,1,1,3,0,1,1,1,0,3,0,0,0,2,1,1
2,0,1,0,0,2,2,0,1,3,0,1,1,0,2,2,3,3,1,3,0,1,0,0,0,0,1,1,2,1,2,0,0,3,2,1,1,1,0,0,0,0,0,1,1,0
1,4,1,0,1,0,0,0,0,1,3,1,2,1,0,2,3,1,0,0,3,1,4,2,0,1,0,3,2,0,1,2,2,1,0,2,0,1,0,0,1,3,4,1,2,0
3,2,2,0,0,0,2,0,0,3,1,1,1,1,2,1,3,3,1,3,0,1,0,2,0,0,0,1,2,0,1,0,0,0,2,2,2,3,0,3,1,1,2,2,2,2
1,3,2,0,2,0,0,1,0,1,4,0,2,2,2,1,3,0,1,1,0,1,3,1,0,0,0,3,2,0,1,1,0,2,0,1,2,3,0,3,0,4,0,0,2,0
3,3,1,0,1,0,2,0,1,3,1,1,2,2,2,0,3,2,0,1,1,1,1,0,2,1,0,3,2,0,1,0,0,3,0,1,0,1,0,3,1,2,0,1,2,0
1,3,1,0,1,0,0,0,0,2,1,1,2,2,0,0,0,2,0,0,3,1,2,2,2,1,0,3,2,0,1,0,1,3,0,2,1,1,0,2,2,0,0,2,2,2
3,0,3,0,1,0,0,1,0,1,1,0,2,3,2,2,3,0,0,1,0,1,2,1,0,0,2,3,2,1,1,2,2,3,2,2,1,1,0,1,2,2,0,1,1,0
2,4,1,0,2,0,0,0,1,3,1,1,2,2,2,0,3,2,0,3,0,1,0,2,1,2,1,0,2,2,1,1,1,0,2,1,1,3,0,0,2,0,0,3,0,0
1,3,2,0,0,0,2,0,0,3,1,0,1,2,0,0,0,2,0,3,3,1,0,2,1,2,1,3,2,1,1,2,0,0,0,1,0,3,0,3,2,3,0,3,2,1
2,3,1,0,2,0,1,0,0,3,1,1,2,1,2,0,0,2,2,4,0,1,1,2,2,1,2,3,2,0,1,2,1,0,2,1,0,1,2,2,3,1,0,3,1,2
2,2,1,0,1,0,2,0,0,3,0,1,2,3,2,1,3,1,1,4,2,1,0,1,2,1,1,3,2,0,1,0,1,0,2,1,0,1,0,3,3,2,4,2,0,0
2,3,1,0,0,2,0,1,1,3,0,1,2,3,0,2,3,3,0,4,1,1,0,1,1,1,1,0,3,0,1,0,1,0,0,1,0,3,2,3,0,1,0,0,1,0
0,0,1,0,0,1,0,1,1,2,3,1,2,1,2,1,3,2,0,4,2,1,2,1,1,2,2,0,3,2,1,1,2,3,0,2,1,1,0,0,0,0,4,2,1,0
1,3,1,0,1,0,0,0,0,3,4,1,2,3,0,1,3,1,0,0,0,1,1,1,0,2,0,3,2,1,1,0,2,0,0,1,0,3,0,3,3,3,0,1,2,1
0,2,2,0,0,0,2,0,0,2,1,0,2,1,2,2,3,0,0,1,0,1,0,2,1,1,1,3,2,0,1,0,1,0,0,2,1,3,0,3,1,0,4,3,1,2
2,2,1,0,1,0,2,2,0,3,1,1,1,2,0,1,0,0,1,3,2,1,2,1,0,1,1,3,3,0,1,0,0,3,1,1,2,3,0,3,1,0,0,1,1,0
1,1,1,0,1,0,0,0,0,3,1,0,2,2,2,0,3,0,0,4,0,1,2,2,2,0,2,3,2,1,1,0,3,3,0,1,1,3,0,2,0,0,0,1,2,2
1,2,1,0,1,0,2,0,0,3,1,1,2,1,0,0,0,2,1,2,1,1,2,2,1,1,2,1,2,0,0,2,1,3,0,1,2,3,0,3,2,0,0,2,2,2
2,4,1,0,1,1,0,0,0,3,3,1,1,2,2,0,3,0,0,2,0,1,4,2,2,2,1,3,2,1,1,2,1,3,2,1,0,1,0,2,2,2,0,2,1,0
1,0,1,0,1,0,1,0,1,1,1,1,2,3,0,0,0,3,2,4,2,1,2,2,1,0,2,3,2,0,1,2,1,3,0,1,2,3,0,2,1,0,0,1,1,2
1,0,1,0,1,0,0,1,0,3,1,0,2,2,2,1,0,3,2,0,0,1,0,1,2,2,1,0,2,2,1,0,0,0,0,1,0,1,0,2,3,4,0,1,2,0
2,0,1,0,1,2,2,0,0,3,0,1,2,0,2,2,3,0,0,0,0,1,2,2,1,0,1,3,2,0,2,1,0,3,0,1,1,1,0,3,0,0,2,1,2,0
0,3,1,0,0,2,2,0,0,1,0,0,1,3,0,1,3,0,0,4,0,1,0,2,0,0,2,3,2,0,0,0,2,0,2,1,0,3,0,3,2,1,0,3,2,1
0,3,1,0,0,2,0,0,0,3,4,1,2,0,2,0,3,0,2,3,0,1,1,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,3,3,0,1,3,0,0
2,3,2,0,1,0,2,0,0,3,1,0,1,1,0,0,0,1,0,3,0,1,2,2,2,1,1,3,3,0,1,2,1,3,0,1,0,1,0,2,1,2,2,1,1,2
2,1,1,0,1,1,2,2,1,3,4,0,2,2,0,1,0,2,2,4,1,1,4,0,2,0,1,3,2,0,1,2,1,3,0,1,2,1,0,2,2,2,0,2,2,2
3,3,1,0,1,0,2,1,0,3,1,1,2,0,0,0,3,2,0,1,1,1,0,1,1,1,1,1,2,0,1,1,0,3,0,1,1,3,0,2,3,0,0,1,2,2
2,3,1,0,1,0,2,0,0,3,1,1,1,0,0,2,0,1,1,4,3,1,0,2,0,3,0,3,2,1,1,0,2,0,0,1,1,1,0,3,0,0,3,1,2,0
1,3,1,0,1,0,0,0,0,1,1,1,1,3,0,1,3,2,0,2,3,1,2,2,1,0,1,3,2,0,0,2,1,3,2,1,1,3,2,2,1,2,0,1,0,0
2,4,1,0,1,0,0,0,0,1,1,1,2,2,2,1,0,1,2,0,0,1,2,2,2,1,1,0,2,0,1,2,0,3,1,1,0,1,0,2,2,2,0,2,1,1
1,1,1,0,1,2,0,1,1,3,2,0,1,2,2,2,3,1,1,2,2,1,2,1,1,2,1,0,2,1,2,0,0,2,1,1,2,1,0,2,1,1,3,1,2,0
2,4,1,0,1,2,2,0,0,3,0,1,2,2,2,1,3,2,0,0,0,1,2,2,0,1,1,3,3,0,1,1,0,3,0,1,2,3,0,3,0,2,0,2,1,0
0,2,1,0,0,1,0,0,0,0,2,0,2,2,0,0,3,0,0,0,0,1,0,2,1,0,0,3,3,0,2,0,0,0,0,0,2,3,0,0,0,3,0,3,1,0
2,2,1,0,1,0,2,0,0,3,1,1,2,3,0,0,0,1,0,1,3,1,2,2,1,0,1,3,2,0,1,0,1,3,0,2,2,3,0,3,0,2,0,1,2,2
0,0,2,0,0,2,0,0,1,3,3,0,2,0,2,0,0,3,0,1,0,1,0,2,1,1,0,0,2,0,0,1,0,0,0,2,0,1,0,1,1,1,2,3,2,0
3,2,1,0,0,0,2,0,0,3,1,1,1,2,0,1,3,2,1,3,1,1,0,2,0,0,0,3,2,1,1,0,0,0,0,1,1,3,0,0,3,0,0,3,1,2
2,1,0,0,1,0,2,2,0,3,4,1,2,2,2,1,3,1,2,3,2,1,2,0,2,1,1,3,2,0,1,2,0,3,1,0,0,1,0,1,0,2,0,1,2,1
1,4,1,0,1,0,1,1,0,2,1,1,2,3,2,0,3,3,0,2,0,1,0,1,2,0,2,3,2,1,1,0,1,0,1,2,1,1,1,0,2,0,2,1,2,2
2,0,1,0,1,2,0,2,1,3,1,1,2,0,0,0,3,0,0,0,0,1,2,1,2,1,0,3,3,0,1,0,0,3,0,1,0,1,0,2,1,2,2,1,1,0
0,3,1,0,0,2,0,1,1,3,0,1,2,2,2,0,0,2,2,0,1,1,1,1,1,0,0,0,2,0,1,1,0,0,0,1,2,3,0,3,3,0,0,3,2,0
2,2,3,0,2,0,1,0,0,3,1,1,2,3,0,0,3,0,0,4,0,1,1,2,2,0,2,0,2,0,1,0,1,0,0,1,1,1,0,2,2,0,0,3,1,0
0,1,2,0,0,1,0,2,0,3,3,0,2,0,2,1,3,0,1,1,2,1,3,1,1,1,1,0,2,0,1,0,0,3,2,1,0,3,0,2,0,2,2,1,0,0
2,2,2,0,2,1,0,1,0,2,3,0,0,0,0,2,1,0,1,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,1,1,2,3,0,0,2,3,0,1
3,3,0,0,1,1,0,1,0,3,2,1,2,2,0,0,3,1,2,2,0,1,2,1,1,1,1,0,2,0,1,0,1,3,0,1,1,3,0,2,0,0,0,1,2,2
1,3,0,0,0,0,2,0,0,3,0,1,2,2,0,0,3,1,2,1,3,1,1,1,1,0,1,1,2,1,0,0,0,0,0,1,2,3,0,3,0,2,0,3,2,0
1,1,1,0,1,0,0,0,0,3,1,1,2,1,0,0,3,3,0,4,0,1,2,1,0,1,1,0,2,0,1,2,1,3,0,1,2,3,2,2,2,0,4,1,0,2
2,4,1,0,2,0,2,0,0,3,0,1,2,2,2,0,0,0,0,0,0,1,1,2,2,1,1,3,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,3,2,0
0,2,1,0,0,2,0,2,1,1,1,1,2,1,2,1,3,1,1,1,2,1,1,1,2,1,0,0,2,0,1,0,2,0,1,1,0,3,0,3,0,1,4,3,1,1
2,2,2,3,2,0,2,0,0,3,1,0,1,0,0,0,0,2,1,3,3,1,0,2,2,0,1,1,2,0,1,0,0,0,1,1,2,1,0,0,2,1,2,3,2,2
1,3,2,0,1,0,0,0,0,3,1,0,2,1,0,2,3,2,2,4,3,1,3,2,0,0,0,3,2,1,1,1,2,3,2,1,0,1,0,3,0,2,4,1,1,1
2,2,1,0,1,0,0,0,0,2,1,0,2,0,2,0,3,3,0,0,0,1,0,2,2,1,1,0,2,0,1,0,0,0,2,2,0,1,2,3,0,2,1,1,1,2
1,2,2,0,1,0,2,1,0,3,1,0,1,2,0,1,0,2,1,3,3,1,4,1,1,0,0,1,2,0,1,2,0,3,1,1,0,1,0,3,1,2,0,1,2,0
2,2,1,3,1,0,0,0,0,3,4,1,2,2,2,0,3,1,0,2,0,1,2,2,2,0,2,0,2,0,1,2,1,3,0,2,1,1,0,3,2,0,0,2,2,2
2,3,1,0,2,2,2,1,1,2,0,0,1,0,0,2,3,0,0,3,0,1,1,1,1,1,0,3,2,0,1,0,0,0,0,2,1,3,0,3,2,0,2,3,2,0
2,1,1,0,1,0,2,0,0,3,1,1,2,2,2,0,0,2,0,2,3,1,1,2,2,0,1,3,2,0,1,1,1,3,1,1,1,1,0,3,0,0,0,1,2,2
3,4,1,0,0,0,0,1,0,2,1,1,1,2,2,0,3,0,1,3,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,2,1,3,0,0,1,0,0,3,1,1
0,2,1,0,0,0,2,0,0,3,0,1,2,0,2,2,0,1,0,0,3,1,0,2,1,0,2,3,2,0,1,1,2,0,0,1,0,1,1,3,2,1,0,3,2,0
1,3,1,0,0,0,0,1,0,2,1,1,2,1,0,0,0,0,2,2,0,1,0,1,2,1,1,3,2,0,1,1,1,0,0,1,0,3,0,3,3,1,4,3,0,0
0,3,1,0,0,0,0,0,0,3,1,1,2,2,0,1,0,1,0,0,1,1,0,1,2,0,0,1,2,1,1,0,0,0,0,1,0,1,0,3,2,3,0,3,2,2
2,3,0,0,2,0,2,1,0,3,1,1,2,2,2,0,0,3,2,1,0,1,0,1,0,0,1,3,2,0,1,1,0,0,2,0,1,3,0,3,3,0,0,3,1,0
2,2,1,0,1,0,2,0,1,1,0,1,1,1,2,0,3,1,0,0,0,1,2,2,1,2,1,3,3,2,1,0,1,3,1,2,1,3,0,3,1,0,2,2,1,2
2,2,0,0,2,2,2,2,0,3,0,1,1,0,0,1,3,1,2,2,2,1,0,0,2,0,1,3,2,1,1,2,0,0,0,0,0,1,0,2,3,1,2,3,2,0
0,3,1,0,0,0,0,1,0,1,3,1,2,3,0,2,3,0,0,1,0,1,4,1,0,3,0,3,2,3,1,0,2,3,0,1,0,1,0,2,0,0,0,1,2,0
3,4,1,3,2,2,2,1,1,3,4,0,2,3,2,0,3,1,1,4,0,1,4,1,2,0,1,3,2,1,1,1,1,0,0,1,0,3,0,2,0,1,0,0,0,1
3,3,0,0,1,0,0,0,0,2,1,0,1,0,0,1,3,2,0,3,3,1,4,2,1,1,0,0,2,0,0,2,0,3,1,2,0,3,0,2,3,2,1,1,2,1
0,3,1,0,0,0,0,1,0,3,1,1,2,0,2,0,3,0,1,1,0,1,1,1,2,1,0,3,2,0,1,0,0,0,0,1,0,1,0,2,2,3,2,3,2,0
2,0,1,0,1,0,0,1,0,3,0,1,2,0,2,0,3,0,0,3,0,1,0,1,1,1,0,3,3,0,0,0,0,3,1,1,1,3,0,3,1,0,1,2,1,0
2,0,2,0,1,0,2,0,0,3,0,0,2,2,2,0,0,1,1,0,1,1,2,2,0,0,0,3,3,1,1,2,0,3,0,1,0,3,0,2,3,2,0,1,1,0
3,1,3,0,0,0,2,0,0,3,1,1,1,2,0,0,3,2,0,3,3,1,0,2,1,3,1,3,3,0,1,1,0,0,0,1,1,3,0,2,0,2,0,3,1,2
3,2,1,3,0,0,0,0,0,3,1,1,2,1,0,0,0,1,0,2,2,1,0,1,2,0,1,0,2,0,1,0,1,0,1,1,1,1,0,2,0,0,4,3,2,1
1,3,1,0,0,0,0,0,0,2,1,0,1,1,2,2,3,1,0,4,0,1,0,2,0,0,0,0,2,1,1,2,2,0,0,2,2,1,0,3,3,1,4,0,2,1
2,2,0,0,2,2,0,2,1,3,0,1,2,2,2,0,3,0,0,0,0,1,0,1,0,2,1,0,2,2,1,1,0,0,1,0,0,3,0,3,3,2,0,3,1,2
1,3,1,0,0,0,2,1,0,3,1,1,2,0,2,2,0,2,0,1,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,1,3,0,2,1,0,3,3,0,0
2,3,1,0,2,0,2,0,0,3,1,0,2,0,0,0,3,0,1,0,0,1,0,1,1,0,1,3,0,0,0,2,0,0,0,1,0,1,0,3,0,1,1,3,0,0
2,1,1,0,1,0,0,1,0,3,1,1,2,2,0,0,3,0,0,1,3,1,1,1,2,1,0,0,2,0,1,2,0,3,0,1,0,1,0,1,2,2,0,1,2,0
1,3,1,0,1,0,0,0,0,3,4,1,2,3,0,1,3,1,1,4,3,1,2,2,2,1,0,3,2,0,1,0,2,3,0,1,0,1,2,0,0,2,0,1,1,0
1,0,1,0,1,0,0,0,0,3,4,0,2,2,2,1,0,2,0,0,0,1,2,2,0,0,1,0,3,0,1,2,0,3,0,1,1,3,0,0,3,0,0,1,1,2
0,2,2,0,0,0,2,0,0,3,1,0,2,1,0,0,0,3,2,4,2,1,1,2,2,0,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,3,4,3,2,2
1,2,1,0,1,0,0,1,0,3,0,1,1,1,0,2,3,3,1,1,0,1,2,1,1,1,0,3,2,0,1,0,2,3,0,1,2,3,0,3,2,2,0,1,1,0
1,4,1,0,1,0,0,0,0,3,1,1,1,1,0,1,3,2,1,1,0,1,2,2,2,2,2,0,3,2,1,2,2,3,0,2,0,1,0,1,1,2,4,1,1,2
1,2,1,3,1,0,2,0,0,1,4,1,1,1,0,2,3,0,2,1,1,1,2,2,1,1,0,1,3,0,1,1,2,2,0,2,0,1,0,3,2,2,0,1,0,0
1,1,1,0,1,0,0,0,0,3,1,1,1,1,2,1,3,2,2,3,3,1,4,2,2,2,2,3,2,1,1,0,2,1,0,1,0,1,0,3,2,2,4,1,2,1
2,0,1,0,1,0,0,1,0,3,4,0,2,2,2,2,3,3,0,4,0,1,3,1,1,0,1,0,2,0,1,2,1,3,1,1,2,3,0,3,3,2,0,1,1,0
3,3,1,0,0,0,0,2,0,3,4,1,2,3,0,0,0,2,0,2,3,1,0,0,2,1,0,0,2,0,1,0,1,0,1,1,1,1,0,3,3,0,3,3,0,2
0,2,1,0,0,0,2,0,0,3,4,0,2,0,2,0,3,1,0,1,3,1,0,2,1,0,0,3,2,0,1,1,0,0,0,1,0,3,1,3,1,1,1,1,2,0
2,3,1,0,1,0,0,0,0,3,4,1,1,0,0,0,3,0,2,3,3,1,1,2,2,1,0,0,2,0,1,2,0,0,0,1,2,1,0,3,2,1,0,1,2,1
2,2,1,0,1,1,2,0,0,1,2,1,2,2,0,0,0,2,0,4,3,1,1,2,0,1,1,3,3,0,0,2,1,3,1,1,2,3,0,0,3,2,0,1,1,2
0,2,1,0,0,0,2,0,1,3,1,1,2,0,2,0,3,3,1,1,1,1,0,0,2,0,0,3,1,0,1,0,0,0,0,1,1,1,2,3,1,0,1,3,0,0
2,4,2,0,1,2,0,0,0,3,4,0,2,2,2,0,0,0,0,0,0,1,1,2,1,1,1,0,2,0,1,2,0,3,0,1,0,3,0,2,3,2,0,1,1,2
1,1,1,0,1,0,0,0,0,3,1,1,2,3,2,0,0,3,0,4,2,1,2,2,0,0,1,3,2,0,1,1,1,1,0,1,1,3,0,3,1,2,0,1,1,2
0,0,1,0,1,0,2,0,1,3,1,0,2,2,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,1,0,2,0,0,1,0,1,3,0,2,2,0,0,1,0,0
1,3,0,0,0,0,0,0,0,3,4,1,2,1,0,0,1,1,0,2,2,0,0,1,1,0,2,0,2,1,0,0,1,0,0,1,2,3,0,3,2,1,4,3,2,0
3,0,1,0,1,0,2,1,0,3,1,1,2,2,2,1,3,2,1,1,0,1,2,1,1,0,0,3,3,0,1,0,0,3,0,1,0,1,0,0,3,0,0,2,1,2
1,1,1,0,1,0,2,0,0,1,1,1,2,1,2,0,0,0,0,0,0,1,2,2,2,3,1,3,2,1,1,1,1,3,0,1,0,1,0,0,2,2,4,1,1,1
2,0,1,0,1,0,2,1,0,3,4,1,2,0,2,1,3,0,1,0,0,1,2,1,0,2,1,3,2,2,0,0,0,2,0,1,2,1,0,3,1,1,0,1,2,1
2,1,1,0,2,0,2,0,1,3,1,0,2,0,2,2,3,1,0,3,1,1,0,0,1,1,1,3,2,0,1,2,0,0,1,1,1,3,0,3,2,0,2,3,2,0
2,3,1,1,1,0,0,0,0,3,1,1,2,3,0,0,3,1,1,2,3,1,2,2,2,0,1,0,2,1,1,0,1,3,1,1,1,3,0,2,1,0,0,1,1,0
2,2,1,0,1,0,2,0,0,2,4,1,2,0,0,2,0,1,0,3,2,1,1,2,2,0,1,3,2,1,0,0,0,0,1,2,1,3,2,2,3,0,2,2,1,0
2,1,1,0,2,0,2,1,0,3,4,1,2,0,2,1,0,0,0,3,0,1,0,1,2,1,1,3,2,0,1,1,0,0,1,1,1,1,0,2,0,0,2,3,2,0
1,3,1,0,0,0,0,2,0,1,1,1,2,2,0,1,0,1,0,3,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,2,3,0,3,3,1,0,3,2,0
1,4,1,0,1,0,0,2,0,3,1,1,2,0,2,1,0,1,0,0,2,1,1,1,2,1,0,0,2,0,1,0,0,0,0,1,1,1,0,0,2,0,2,1,2,0
3,0,2,0,0,0,2,1,0,2,1,1,1,2,0,0,3,0,1,3,1,1,2,1,1,0,1,1,2,0,0,1,0,3,0,2,0,3,0,3,0,2,0,1,2,1
1,3,1,0,1,0,0,0,0,3,0,0,2,2,2,0,3,3,1,4,0,1,4,1,1,0,1,0,2,0,1,2,1,1,0,1,0,3,0,0,3,3,0,1,2,0
2,0,1,0,1,0,0,2,0,3,1,1,2,2,0,1,3,2,0,4,1,1,3,0,2,0,2,3,2,0,1,0,1,2,0,1,0,1,2,3,0,1,0,1,2,2
2,3,0,0,2,2,0,0,1,2,3,0,2,0,0,1,3,2,1,0,3,1,0,2,0,1,1,3,2,0,1,1,0,0,0,1,0,3,0,3,0,1,2,3,2,1
2,2,0,0,2,2,2,0,1,3,1,1,2,0,2,0,3,2,0,1,0,1,0,2,1,2,0,3,2,2,1,0,0,0,0,1,1,3,0,3,3,0,3,3,1,0
2,4,1,0,1,0,0,0,0,3,1,1,2,0,2,2,3,0,1,4,2,1,0,2,1,1,2,1,2,0,1,1,2,0,0,1,0,3,2,0,1,2,2,1,2,0
3,2,1,0,2,0,0,0,0,3,1,1,2,3,0,0,3,1,1,4,0,1,0,2,2,0,1,0,3,0,1,0,1,0,0,1,0,1,0,2,1,3,0,3,1,2
1,4,2,0,1,2,2,1,0,3,0,0,2,1,2,2,3,2,2,1,0,1,2,1,0,1,0,3,2,0,1,1,0,3,0,1,1,1,0,3,3,0,4,2,1,0
2,2,1,0,1,2,2,0,1,3,0,1,2,3,2,0,0,3,1,4,3,0,3,1,2,1,1,1,2,0,1,1,1,2,0,2,0,1,2,3,0,3,0,1,2,0
